"record_id","species_id","date","sex","variable","measurement"
17878,"DM","1990-9-25","F","weight",40
17879,"DO","1990-9-25","M","hindfoot_length",NA
17879,"DO","1990-9-25","M","weight",57
17880,"PP","1990-9-25","M","hindfoot_length",NA
17880,"PP","1990-9-25","M","weight",17
17881,"DM","1990-9-25","F","hindfoot_length",NA
17881,"DM","1990-9-25","F","weight",54
17882,"PE","1990-9-25","M","hindfoot_length",NA
17882,"PE","1990-9-25","M","weight",23
17883,"DM","1990-9-25","F","hindfoot_length",NA
17883,"DM","1990-9-25","F","weight",42
17884,"DO","1990-10-15","F","hindfoot_length",36
17884,"DO","1990-10-15","F","weight",46
17885,"PF","1990-10-15","F","hindfoot_length",15
17885,"PF","1990-10-15","F","weight",7
17886,"OT","1990-10-15","M","hindfoot_length",20
17886,"OT","1990-10-15","M","weight",24
17887,"RM","1990-10-15","F","hindfoot_length",17
17887,"RM","1990-10-15","F","weight",14
17888,"RM","1990-10-15","F","hindfoot_length",16
17888,"RM","1990-10-15","F","weight",12
17889,"RM","1990-10-15","F","hindfoot_length",17
17889,"RM","1990-10-15","F","weight",12
17890,"PE","1990-10-15","M","hindfoot_length",18
17890,"PE","1990-10-15","M","weight",21
17891,"DM","1990-10-15","M","hindfoot_length",36
17891,"DM","1990-10-15","M","weight",38
17892,"DM","1990-10-15","M","hindfoot_length",37
17892,"DM","1990-10-15","M","weight",45
17893,"OT","1990-10-15","F","hindfoot_length",20
17893,"OT","1990-10-15","F","weight",27
17894,"PF","1990-10-15","F","hindfoot_length",14
17894,"PF","1990-10-15","F","weight",6
17895,"NL","1990-10-15","M","hindfoot_length",32
17895,"NL","1990-10-15","M","weight",138
17896,"DO","1990-10-15","M","hindfoot_length",36
17896,"DO","1990-10-15","M","weight",55
17898,"OL","1990-10-15","F","hindfoot_length",21
17898,"OL","1990-10-15","F","weight",36
17899,"DM","1990-10-15","M","hindfoot_length",35
17899,"DM","1990-10-15","M","weight",41
17900,"RM","1990-10-15","M","hindfoot_length",17
17900,"RM","1990-10-15","M","weight",10
17901,"DS","1990-10-15","F","hindfoot_length",49
17901,"DS","1990-10-15","F","weight",106
17903,"RM","1990-10-15","M","hindfoot_length",17
17903,"RM","1990-10-15","M","weight",9
17904,"DO","1990-10-15","M","hindfoot_length",36
17904,"DO","1990-10-15","M","weight",56
17905,"DM","1990-10-15","F","hindfoot_length",37
17905,"DM","1990-10-15","F","weight",39
17906,"PF","1990-10-15","M","hindfoot_length",15
17906,"PF","1990-10-15","M","weight",7
17907,"DM","1990-10-15","M","hindfoot_length",37
17907,"DM","1990-10-15","M","weight",45
17908,"DM","1990-10-16","F","hindfoot_length",36
17908,"DM","1990-10-16","F","weight",32
17909,"DO","1990-10-16","M","hindfoot_length",37
17909,"DO","1990-10-16","M","weight",NA
17910,"DM","1990-10-16","M","hindfoot_length",36
17910,"DM","1990-10-16","M","weight",38
17911,"RM","1990-10-16","M","hindfoot_length",16
17911,"RM","1990-10-16","M","weight",12
17912,"DM","1990-10-16","M","hindfoot_length",37
17912,"DM","1990-10-16","M","weight",49
17913,"DM","1990-10-16","F","hindfoot_length",36
17913,"DM","1990-10-16","F","weight",40
17914,"DM","1990-10-16","M","hindfoot_length",36
17914,"DM","1990-10-16","M","weight",44
17915,"DM","1990-10-16","F","hindfoot_length",37
17915,"DM","1990-10-16","F","weight",45
17916,"RM","1990-10-16","M","hindfoot_length",16
17916,"RM","1990-10-16","M","weight",10
17917,"DM","1990-10-16","M","hindfoot_length",36
17917,"DM","1990-10-16","M","weight",44
17918,"OT","1990-10-16","F","hindfoot_length",22
17918,"OT","1990-10-16","F","weight",24
17919,"DM","1990-10-16","M","hindfoot_length",38
17919,"DM","1990-10-16","M","weight",42
17920,"PP","1990-10-16","M","hindfoot_length",21
17920,"PP","1990-10-16","M","weight",14
17921,"DO","1990-10-16","F","hindfoot_length",36
17921,"DO","1990-10-16","F","weight",47
17922,"DM","1990-10-16","M","hindfoot_length",36
17922,"DM","1990-10-16","M","weight",49
17923,"DM","1990-10-16","M","hindfoot_length",35
17923,"DM","1990-10-16","M","weight",27
17924,"PP","1990-10-16","M","hindfoot_length",22
17924,"PP","1990-10-16","M","weight",18
17925,"DM","1990-10-16","M","hindfoot_length",37
17925,"DM","1990-10-16","M","weight",47
17926,"DM","1990-10-16","M","hindfoot_length",36
17926,"DM","1990-10-16","M","weight",37
17927,"DM","1990-10-16","F","hindfoot_length",37
17927,"DM","1990-10-16","F","weight",44
17928,"DO","1990-10-16","M","hindfoot_length",33
17928,"DO","1990-10-16","M","weight",22
17929,"RM","1990-10-16","M","hindfoot_length",17
17929,"RM","1990-10-16","M","weight",12
17930,"DM","1990-10-16","M","hindfoot_length",37
17930,"DM","1990-10-16","M","weight",46
17931,"DM","1990-10-16","F","hindfoot_length",37
17931,"DM","1990-10-16","F","weight",42
17932,"DM","1990-10-16","M","hindfoot_length",37
17932,"DM","1990-10-16","M","weight",48
17933,"DO","1990-10-16","F","hindfoot_length",37
17933,"DO","1990-10-16","F","weight",44
17934,"DM","1990-10-16","M","hindfoot_length",37
17934,"DM","1990-10-16","M","weight",52
17935,"BA","1990-10-16","F","hindfoot_length",13
17935,"BA","1990-10-16","F","weight",8
17936,"DM","1990-10-16","M","hindfoot_length",37
17936,"DM","1990-10-16","M","weight",47
17937,"DM","1990-10-16","F","hindfoot_length",35
17937,"DM","1990-10-16","F","weight",40
17938,"DM","1990-10-16","F","hindfoot_length",36
17938,"DM","1990-10-16","F","weight",40
17939,"DO","1990-10-16","F","hindfoot_length",35
17939,"DO","1990-10-16","F","weight",45
17940,"DM","1990-10-16","F","hindfoot_length",35
17940,"DM","1990-10-16","F","weight",44
17941,"NL","1990-10-16","F","hindfoot_length",33
17941,"NL","1990-10-16","F","weight",195
17942,"PP","1990-10-16","F","hindfoot_length",22
17942,"PP","1990-10-16","F","weight",13
17943,"DM","1990-10-16","F","hindfoot_length",37
17943,"DM","1990-10-16","F","weight",39
17944,"DM","1990-10-16","F","hindfoot_length",35
17944,"DM","1990-10-16","F","weight",40
17945,"DM","1990-10-16","F","hindfoot_length",35
17945,"DM","1990-10-16","F","weight",42
17946,"DM","1990-10-16","M","hindfoot_length",35
17946,"DM","1990-10-16","M","weight",26
17947,"DM","1990-10-16","F","hindfoot_length",35
17947,"DM","1990-10-16","F","weight",22
17948,"NL","1990-10-16","F","hindfoot_length",32
17948,"NL","1990-10-16","F","weight",191
17949,"OL","1990-10-16","M","hindfoot_length",20
17949,"OL","1990-10-16","M","weight",29
17950,"DM","1990-10-16","F","hindfoot_length",36
17950,"DM","1990-10-16","F","weight",42
17951,"DM","1990-10-16","M","hindfoot_length",36
17951,"DM","1990-10-16","M","weight",44
17952,"PE","1990-10-17","M","hindfoot_length",20
17952,"PE","1990-10-17","M","weight",22
17953,"OT","1990-10-17","M","hindfoot_length",21
17953,"OT","1990-10-17","M","weight",26
17954,"DM","1990-10-17","F","hindfoot_length",37
17954,"DM","1990-10-17","F","weight",40
17955,"DM","1990-10-17","F","hindfoot_length",36
17955,"DM","1990-10-17","F","weight",37
17956,"DM","1990-10-17","M","hindfoot_length",37
17956,"DM","1990-10-17","M","weight",48
17957,"OT","1990-10-17","F","hindfoot_length",20
17957,"OT","1990-10-17","F","weight",24
17958,"RM","1990-10-17","F","hindfoot_length",17
17958,"RM","1990-10-17","F","weight",14
17959,"DM","1990-10-17","M","hindfoot_length",36
17959,"DM","1990-10-17","M","weight",42
17960,"OT","1990-10-17","F","hindfoot_length",21
17960,"OT","1990-10-17","F","weight",24
17961,"DM","1990-10-17","M","hindfoot_length",36
17961,"DM","1990-10-17","M","weight",44
17962,"PF","1990-10-17","M","hindfoot_length",14
17962,"PF","1990-10-17","M","weight",7
17963,"DM","1990-10-17","M","hindfoot_length",36
17963,"DM","1990-10-17","M","weight",39
17964,"OT","1990-10-17","F","hindfoot_length",21
17964,"OT","1990-10-17","F","weight",22
17965,"RM","1990-10-17","F","hindfoot_length",17
17965,"RM","1990-10-17","F","weight",16
17966,"DM","1990-10-17","M","hindfoot_length",37
17966,"DM","1990-10-17","M","weight",49
17967,"DM","1990-10-17","F","hindfoot_length",36
17967,"DM","1990-10-17","F","weight",41
17968,"DO","1990-10-17","M","hindfoot_length",36
17968,"DO","1990-10-17","M","weight",53
17970,"OT","1990-10-17","F","hindfoot_length",21
17970,"OT","1990-10-17","F","weight",27
17971,"RM","1990-11-10","M","hindfoot_length",17
17971,"RM","1990-11-10","M","weight",13
17972,"DM","1990-11-10","M","hindfoot_length",36
17972,"DM","1990-11-10","M","weight",39
17973,"DM","1990-11-10","F","hindfoot_length",37
17973,"DM","1990-11-10","F","weight",47
17974,"OT","1990-11-10","F","hindfoot_length",20
17974,"OT","1990-11-10","F","weight",28
17975,"DM","1990-11-10","M","hindfoot_length",36
17975,"DM","1990-11-10","M","weight",40
17977,"DM","1990-11-10","F","hindfoot_length",37
17977,"DM","1990-11-10","F","weight",43
17978,"DM","1990-11-10","F","hindfoot_length",36
17978,"DM","1990-11-10","F","weight",40
17979,"RM","1990-11-10","M","hindfoot_length",16
17979,"RM","1990-11-10","M","weight",8
17980,"DO","1990-11-10","M","hindfoot_length",36
17980,"DO","1990-11-10","M","weight",56
17981,"DO","1990-11-10","F","hindfoot_length",36
17981,"DO","1990-11-10","F","weight",42
17982,"RM","1990-11-10","M","hindfoot_length",16
17982,"RM","1990-11-10","M","weight",11
17983,"NL","1990-11-10","F","hindfoot_length",33
17983,"NL","1990-11-10","F","weight",160
17984,"RM","1990-11-10","M","hindfoot_length",16
17984,"RM","1990-11-10","M","weight",11
17985,"RM","1990-11-10","F","hindfoot_length",16
17985,"RM","1990-11-10","F","weight",14
17986,"PF","1990-11-10","F","hindfoot_length",14
17986,"PF","1990-11-10","F","weight",7
17987,"OT","1990-11-10","M","hindfoot_length",20
17987,"OT","1990-11-10","M","weight",21
17988,"RM","1990-11-10","F","hindfoot_length",17
17988,"RM","1990-11-10","F","weight",13
17989,"DM","1990-11-10","M","hindfoot_length",37
17989,"DM","1990-11-10","M","weight",44
17990,"RM","1990-11-10","F","hindfoot_length",16
17990,"RM","1990-11-10","F","weight",10
17991,"PE","1990-11-10","M","hindfoot_length",20
17991,"PE","1990-11-10","M","weight",19
17992,"DO","1990-11-10","F","hindfoot_length",36
17992,"DO","1990-11-10","F","weight",48
17993,"DM","1990-11-10","M","hindfoot_length",36
17993,"DM","1990-11-10","M","weight",34
17994,"PE","1990-11-10","F","hindfoot_length",21
17994,"PE","1990-11-10","F","weight",25
17995,"RM","1990-11-10","F","hindfoot_length",17
17995,"RM","1990-11-10","F","weight",15
17996,"DO","1990-11-10","M","hindfoot_length",36
17996,"DO","1990-11-10","M","weight",53
17997,"OT","1990-11-10","M","hindfoot_length",20
17997,"OT","1990-11-10","M","weight",22
17998,"DS","1990-11-10","F","hindfoot_length",55
17998,"DS","1990-11-10","F","weight",104
17999,"RM","1990-11-10","M","hindfoot_length",16
17999,"RM","1990-11-10","M","weight",9
18000,"OT","1990-11-10","F","hindfoot_length",20
18000,"OT","1990-11-10","F","weight",20
18001,"DM","1990-11-10","F","hindfoot_length",36
18001,"DM","1990-11-10","F","weight",46
18003,"DO","1990-11-10","F","hindfoot_length",36
18003,"DO","1990-11-10","F","weight",45
18004,"DO","1990-11-10","M","hindfoot_length",37
18004,"DO","1990-11-10","M","weight",26
18005,"RM","1990-11-10","F","hindfoot_length",17
18005,"RM","1990-11-10","F","weight",14
18006,"DO","1990-11-10","M","hindfoot_length",36
18006,"DO","1990-11-10","M","weight",56
18007,"DM","1990-11-10","F","hindfoot_length",37
18007,"DM","1990-11-10","F","weight",44
18008,"RM","1990-11-10","F","hindfoot_length",17
18008,"RM","1990-11-10","F","weight",14
18009,"DO","1990-11-10","M","hindfoot_length",37
18009,"DO","1990-11-10","M","weight",26
18010,"NL","1990-11-10","F","hindfoot_length",33
18010,"NL","1990-11-10","F","weight",180
18011,"DO","1990-11-10","F","hindfoot_length",37
18011,"DO","1990-11-10","F","weight",56
18012,"RM","1990-11-10","M","hindfoot_length",16
18012,"RM","1990-11-10","M","weight",9
18013,"DM","1990-11-10","M","hindfoot_length",37
18013,"DM","1990-11-10","M","weight",45
18014,"DM","1990-11-10","F","hindfoot_length",36
18014,"DM","1990-11-10","F","weight",39
18015,"OT","1990-11-11","M","hindfoot_length",20
18015,"OT","1990-11-11","M","weight",21
18016,"DM","1990-11-11","M","hindfoot_length",37
18016,"DM","1990-11-11","M","weight",35
18017,"PE","1990-11-11","F","hindfoot_length",21
18017,"PE","1990-11-11","F","weight",25
18018,"DM","1990-11-11","F","hindfoot_length",36
18018,"DM","1990-11-11","F","weight",40
18019,"RM","1990-11-11","M","hindfoot_length",17
18019,"RM","1990-11-11","M","weight",11
18020,"DM","1990-11-11","M","hindfoot_length",37
18020,"DM","1990-11-11","M","weight",44
18021,"OT","1990-11-11","F","hindfoot_length",20
18021,"OT","1990-11-11","F","weight",18
18022,"DM","1990-11-11","F","hindfoot_length",36
18022,"DM","1990-11-11","F","weight",42
18023,"RM","1990-11-11","F","hindfoot_length",16
18023,"RM","1990-11-11","F","weight",8
18024,"DM","1990-11-11","M","hindfoot_length",36
18024,"DM","1990-11-11","M","weight",48
18025,"OT","1990-11-11","M","hindfoot_length",21
18025,"OT","1990-11-11","M","weight",28
18026,"DM","1990-11-11","F","hindfoot_length",36
18026,"DM","1990-11-11","F","weight",35
18027,"RM","1990-11-11","F","hindfoot_length",17
18027,"RM","1990-11-11","F","weight",15
18028,"DO","1990-11-11","M","hindfoot_length",36
18028,"DO","1990-11-11","M","weight",54
18029,"DM","1990-11-11","M","hindfoot_length",37
18029,"DM","1990-11-11","M","weight",40
18030,"OT","1990-11-11","M","hindfoot_length",21
18030,"OT","1990-11-11","M","weight",21
18031,"DM","1990-11-11","M","hindfoot_length",36
18031,"DM","1990-11-11","M","weight",48
18032,"DM","1990-11-11","M","hindfoot_length",37
18032,"DM","1990-11-11","M","weight",39
18034,"DM","1990-11-11","M","hindfoot_length",36
18034,"DM","1990-11-11","M","weight",38
18035,"RM","1990-11-11","M","hindfoot_length",17
18035,"RM","1990-11-11","M","weight",11
18036,"DM","1990-11-11","M","hindfoot_length",37
18036,"DM","1990-11-11","M","weight",43
18037,"DM","1990-11-11","M","hindfoot_length",37
18037,"DM","1990-11-11","M","weight",38
18038,"DM","1990-11-11","M","hindfoot_length",37
18038,"DM","1990-11-11","M","weight",46
18039,"DM","1990-11-11","M","hindfoot_length",36
18039,"DM","1990-11-11","M","weight",46
18040,"DM","1990-11-11","M","hindfoot_length",36
18040,"DM","1990-11-11","M","weight",35
18041,"DM","1990-11-11","F","hindfoot_length",37
18041,"DM","1990-11-11","F","weight",42
18042,"RM","1990-11-11","M","hindfoot_length",17
18042,"RM","1990-11-11","M","weight",12
18043,"DM","1990-11-11","M","hindfoot_length",37
18043,"DM","1990-11-11","M","weight",45
18044,"PF","1990-11-11","F","hindfoot_length",14
18044,"PF","1990-11-11","F","weight",7
18045,"RM","1990-11-11","M","hindfoot_length",17
18045,"RM","1990-11-11","M","weight",10
18046,"RM","1990-11-11","F","hindfoot_length",17
18046,"RM","1990-11-11","F","weight",14
18047,"DM","1990-11-11","F","hindfoot_length",37
18047,"DM","1990-11-11","F","weight",40
18048,"OL","1990-11-11","F","hindfoot_length",22
18048,"OL","1990-11-11","F","weight",32
18050,"DM","1990-11-11","M","hindfoot_length",37
18050,"DM","1990-11-11","M","weight",48
18051,"DM","1990-11-11","F","hindfoot_length",37
18051,"DM","1990-11-11","F","weight",38
18052,"DM","1990-11-11","M","hindfoot_length",37
18052,"DM","1990-11-11","M","weight",45
18053,"RM","1990-11-11","M","hindfoot_length",16
18053,"RM","1990-11-11","M","weight",8
18054,"PE","1990-11-11","M","hindfoot_length",21
18054,"PE","1990-11-11","M","weight",20
18055,"OT","1990-11-11","M","hindfoot_length",21
18055,"OT","1990-11-11","M","weight",24
18056,"DM","1990-11-11","F","hindfoot_length",37
18056,"DM","1990-11-11","F","weight",45
18057,"DM","1990-11-11","F","hindfoot_length",36
18057,"DM","1990-11-11","F","weight",40
18058,"PF","1990-11-11","M","hindfoot_length",14
18058,"PF","1990-11-11","M","weight",7
18059,"RM","1990-11-11","M","hindfoot_length",17
18059,"RM","1990-11-11","M","weight",9
18060,"DM","1990-11-11","F","hindfoot_length",35
18060,"DM","1990-11-11","F","weight",27
18061,"RM","1990-11-11","F","hindfoot_length",17
18061,"RM","1990-11-11","F","weight",10
18062,"DM","1990-11-11","F","hindfoot_length",37
18062,"DM","1990-11-11","F","weight",42
18063,"DM","1990-11-11","M","hindfoot_length",36
18063,"DM","1990-11-11","M","weight",38
18064,"DM","1990-11-11","M","hindfoot_length",36
18064,"DM","1990-11-11","M","weight",54
18065,"DM","1990-11-11","F","hindfoot_length",36
18065,"DM","1990-11-11","F","weight",40
18066,"DM","1990-11-11","F","hindfoot_length",37
18066,"DM","1990-11-11","F","weight",42
18067,"DM","1990-11-11","F","hindfoot_length",37
18067,"DM","1990-11-11","F","weight",42
18068,"DO","1990-12-15","F","hindfoot_length",36
18068,"DO","1990-12-15","F","weight",46
18069,"DO","1990-12-15","F","hindfoot_length",36
18069,"DO","1990-12-15","F","weight",47
18070,"PE","1990-12-15","M","hindfoot_length",20
18070,"PE","1990-12-15","M","weight",23
18071,"PF","1990-12-15","F","hindfoot_length",14
18071,"PF","1990-12-15","F","weight",8
18072,"RM","1990-12-15","M","hindfoot_length",17
18072,"RM","1990-12-15","M","weight",8
18073,"RM","1990-12-15","M","hindfoot_length",16
18073,"RM","1990-12-15","M","weight",8
18074,"RM","1990-12-15","M","hindfoot_length",16
18074,"RM","1990-12-15","M","weight",11
18075,"DM","1990-12-15","M","hindfoot_length",37
18075,"DM","1990-12-15","M","weight",50
18076,"DM","1990-12-15","M","hindfoot_length",37
18076,"DM","1990-12-15","M","weight",47
18078,"DM","1990-12-15","M","hindfoot_length",37
18078,"DM","1990-12-15","M","weight",48
18079,"RM","1990-12-15","M","hindfoot_length",16
18079,"RM","1990-12-15","M","weight",8
18080,"RM","1990-12-15","F","hindfoot_length",17
18080,"RM","1990-12-15","F","weight",14
18081,"DM","1990-12-15","F","hindfoot_length",37
18081,"DM","1990-12-15","F","weight",44
18082,"RM","1990-12-15","F","hindfoot_length",17
18082,"RM","1990-12-15","F","weight",12
18083,"RM","1990-12-15","M","hindfoot_length",16
18083,"RM","1990-12-15","M","weight",9
18084,"OL","1990-12-15","M","hindfoot_length",21
18084,"OL","1990-12-15","M","weight",31
18085,"BA","1990-12-15","F","hindfoot_length",14
18085,"BA","1990-12-15","F","weight",8
18086,"DO","1990-12-15","F","hindfoot_length",37
18086,"DO","1990-12-15","F","weight",44
18087,"DM","1990-12-15","F","hindfoot_length",37
18087,"DM","1990-12-15","F","weight",40
18088,"RM","1990-12-15","M","hindfoot_length",18
18088,"RM","1990-12-15","M","weight",12
18089,"DO","1990-12-15","M","hindfoot_length",36
18089,"DO","1990-12-15","M","weight",54
18090,"DO","1990-12-15","M","hindfoot_length",35
18090,"DO","1990-12-15","M","weight",40
18091,"PE","1990-12-15","F","hindfoot_length",22
18091,"PE","1990-12-15","F","weight",23
18092,"PF","1990-12-15","M","hindfoot_length",15
18092,"PF","1990-12-15","M","weight",7
18093,"DS","1990-12-15","F","hindfoot_length",46
18093,"DS","1990-12-15","F","weight",106
18094,"OT","1990-12-15","F","hindfoot_length",21
18094,"OT","1990-12-15","F","weight",26
18095,"RM","1990-12-15","F","hindfoot_length",17
18095,"RM","1990-12-15","F","weight",12
18096,"DM","1990-12-15","F","hindfoot_length",36
18096,"DM","1990-12-15","F","weight",44
18097,"PE","1990-12-15","F","hindfoot_length",18
18097,"PE","1990-12-15","F","weight",12
18098,"DO","1990-12-15","F","hindfoot_length",36
18098,"DO","1990-12-15","F","weight",44
18099,"RM","1990-12-15","F","hindfoot_length",15
18099,"RM","1990-12-15","F","weight",8
18100,"RM","1990-12-15","F","hindfoot_length",17
18100,"RM","1990-12-15","F","weight",14
18101,"DM","1990-12-15","F","hindfoot_length",37
18101,"DM","1990-12-15","F","weight",44
18102,"RM","1990-12-15","M","hindfoot_length",17
18102,"RM","1990-12-15","M","weight",8
18103,"DO","1990-12-15","M","hindfoot_length",36
18103,"DO","1990-12-15","M","weight",40
18104,"DO","1990-12-15","M","hindfoot_length",36
18104,"DO","1990-12-15","M","weight",55
18105,"OL","1990-12-15","M","hindfoot_length",21
18105,"OL","1990-12-15","M","weight",30
18106,"OL","1990-12-15","F","hindfoot_length",20
18106,"OL","1990-12-15","F","weight",35
18107,"RM","1990-12-15","M","hindfoot_length",NA
18107,"RM","1990-12-15","M","weight",NA
18108,"DM","1990-12-15","F","hindfoot_length",36
18108,"DM","1990-12-15","F","weight",41
18109,"DO","1990-12-15","F","hindfoot_length",36
18109,"DO","1990-12-15","F","weight",39
18110,"NL","1990-12-15","F","hindfoot_length",33
18110,"NL","1990-12-15","F","weight",193
18111,"RM","1990-12-15","M","hindfoot_length",16
18111,"RM","1990-12-15","M","weight",8
18112,"DM","1990-12-15","F","hindfoot_length",36
18112,"DM","1990-12-15","F","weight",44
18113,"DO","1990-12-15","F","hindfoot_length",36
18113,"DO","1990-12-15","F","weight",52
18114,"DM","1990-12-15","M","hindfoot_length",37
18114,"DM","1990-12-15","M","weight",40
18115,"PF","1990-12-15","M","hindfoot_length",14
18115,"PF","1990-12-15","M","weight",7
18116,"DM","1990-12-15","M","hindfoot_length",37
18116,"DM","1990-12-15","M","weight",45
18117,"OT","1990-12-15","M","hindfoot_length",21
18117,"OT","1990-12-15","M","weight",22
18118,"RM","1990-12-15","F","hindfoot_length",17
18118,"RM","1990-12-15","F","weight",14
18119,"NL","1990-12-15","M","hindfoot_length",33
18119,"NL","1990-12-15","M","weight",164
18120,"OT","1990-12-16","M","hindfoot_length",21
18120,"OT","1990-12-16","M","weight",21
18121,"DM","1990-12-16","F","hindfoot_length",37
18121,"DM","1990-12-16","F","weight",40
18122,"PE","1990-12-16","M","hindfoot_length",20
18122,"PE","1990-12-16","M","weight",18
18123,"OT","1990-12-16","F","hindfoot_length",21
18123,"OT","1990-12-16","F","weight",20
18124,"OL","1990-12-16","M","hindfoot_length",21
18124,"OL","1990-12-16","M","weight",30
18125,"DM","1990-12-16","M","hindfoot_length",36
18125,"DM","1990-12-16","M","weight",35
18126,"DM","1990-12-16","M","hindfoot_length",37
18126,"DM","1990-12-16","M","weight",44
18127,"OL","1990-12-16","M","hindfoot_length",22
18127,"OL","1990-12-16","M","weight",34
18128,"RM","1990-12-16","M","hindfoot_length",16
18128,"RM","1990-12-16","M","weight",13
18129,"DM","1990-12-16","F","hindfoot_length",36
18129,"DM","1990-12-16","F","weight",40
18130,"DM","1990-12-16","M","hindfoot_length",36
18130,"DM","1990-12-16","M","weight",44
18131,"RM","1990-12-16","M","hindfoot_length",17
18131,"RM","1990-12-16","M","weight",9
18132,"BA","1990-12-16","F","hindfoot_length",13
18132,"BA","1990-12-16","F","weight",8
18133,"RM","1990-12-16","M","hindfoot_length",17
18133,"RM","1990-12-16","M","weight",10
18134,"DM","1990-12-16","M","hindfoot_length",37
18134,"DM","1990-12-16","M","weight",40
18135,"OT","1990-12-16","F","hindfoot_length",21
18135,"OT","1990-12-16","F","weight",27
18136,"DM","1990-12-16","M","hindfoot_length",36
18136,"DM","1990-12-16","M","weight",51
18137,"DM","1990-12-16","M","hindfoot_length",37
18137,"DM","1990-12-16","M","weight",43
18138,"DO","1990-12-16","M","hindfoot_length",37
18138,"DO","1990-12-16","M","weight",55
18139,"PF","1990-12-16","F","hindfoot_length",15
18139,"PF","1990-12-16","F","weight",7
18140,"RM","1990-12-16","F","hindfoot_length",17
18140,"RM","1990-12-16","F","weight",15
18141,"PE","1990-12-16","M","hindfoot_length",20
18141,"PE","1990-12-16","M","weight",20
18142,"OL","1990-12-16","M","hindfoot_length",21
18142,"OL","1990-12-16","M","weight",30
18143,"DM","1990-12-16","M","hindfoot_length",37
18143,"DM","1990-12-16","M","weight",44
18144,"PE","1990-12-16","F","hindfoot_length",20
18144,"PE","1990-12-16","F","weight",16
18145,"DM","1990-12-16","M","hindfoot_length",35
18145,"DM","1990-12-16","M","weight",44
18147,"RM","1990-12-16","M","hindfoot_length",17
18147,"RM","1990-12-16","M","weight",10
18148,"DM","1990-12-16","M","hindfoot_length",37
18148,"DM","1990-12-16","M","weight",47
18149,"DO","1990-12-16","M","hindfoot_length",36
18149,"DO","1990-12-16","M","weight",52
18150,"DM","1990-12-16","M","hindfoot_length",36
18150,"DM","1990-12-16","M","weight",50
18151,"DM","1990-12-16","F","hindfoot_length",36
18151,"DM","1990-12-16","F","weight",37
18152,"RM","1990-12-16","F","hindfoot_length",15
18152,"RM","1990-12-16","F","weight",11
18153,"DM","1990-12-16","M","hindfoot_length",37
18153,"DM","1990-12-16","M","weight",36
18154,"RM","1990-12-16","F","hindfoot_length",17
18154,"RM","1990-12-16","F","weight",13
18155,"RM","1990-12-16","F","hindfoot_length",16
18155,"RM","1990-12-16","F","weight",9
18156,"DM","1990-12-16","F","hindfoot_length",34
18156,"DM","1990-12-16","F","weight",37
18157,"RM","1990-12-16","F","hindfoot_length",17
18157,"RM","1990-12-16","F","weight",12
18158,"DM","1990-12-16","M","hindfoot_length",37
18158,"DM","1990-12-16","M","weight",39
18159,"DM","1990-12-16","M","hindfoot_length",36
18159,"DM","1990-12-16","M","weight",52
18160,"DM","1990-12-16","M","hindfoot_length",36
18160,"DM","1990-12-16","M","weight",44
18161,"PF","1990-12-16","M","hindfoot_length",15
18161,"PF","1990-12-16","M","weight",7
18162,"DM","1990-12-16","F","hindfoot_length",37
18162,"DM","1990-12-16","F","weight",40
18163,"DM","1990-12-16","F","hindfoot_length",36
18163,"DM","1990-12-16","F","weight",43
18164,"DM","1990-12-16","M","hindfoot_length",37
18164,"DM","1990-12-16","M","weight",45
18165,"DM","1990-12-16","F","hindfoot_length",37
18165,"DM","1990-12-16","F","weight",42
18166,"PE","1990-12-16","F","hindfoot_length",22
18166,"PE","1990-12-16","F","weight",24
18167,"DM","1990-12-16","F","hindfoot_length",37
18167,"DM","1990-12-16","F","weight",45
18168,"DM","1990-12-16","F","hindfoot_length",35
18168,"DM","1990-12-16","F","weight",38
18169,"RM","1990-12-16","M","hindfoot_length",16
18169,"RM","1990-12-16","M","weight",10
18170,"RM","1990-12-16","F","hindfoot_length",17
18170,"RM","1990-12-16","F","weight",12
18171,"DM","1990-12-16","F","hindfoot_length",36
18171,"DM","1990-12-16","F","weight",39
18172,"OT","1990-12-16","M","hindfoot_length",20
18172,"OT","1990-12-16","M","weight",20
18173,"RM","1990-12-16","F","hindfoot_length",16
18173,"RM","1990-12-16","F","weight",14
18174,"DM","1990-12-16","M","hindfoot_length",37
18174,"DM","1990-12-16","M","weight",39
18175,"PE","1990-12-16","M","hindfoot_length",19
18175,"PE","1990-12-16","M","weight",16
18176,"OT","1990-12-16","F","hindfoot_length",20
18176,"OT","1990-12-16","F","weight",22
18177,"DM","1990-12-16","M","hindfoot_length",36
18177,"DM","1990-12-16","M","weight",43
18178,"OT","1990-12-16","M","hindfoot_length",21
18178,"OT","1990-12-16","M","weight",24
18179,"OL","1990-12-16","F","hindfoot_length",20
18179,"OL","1990-12-16","F","weight",32
18180,"DM","1990-12-16","F","hindfoot_length",37
18180,"DM","1990-12-16","F","weight",43
18181,"DM","1990-12-16","F","hindfoot_length",37
18181,"DM","1990-12-16","F","weight",42
18182,"DM","1990-12-16","F","hindfoot_length",37
18182,"DM","1990-12-16","F","weight",37
18183,"DM","1990-12-16","F","hindfoot_length",37
18183,"DM","1990-12-16","F","weight",40
18184,"DM","1990-12-16","M","hindfoot_length",36
